Date,Price
2021-01-04,5588.9599609375
2021-01-05,5564.60009765625
2021-01-06,5630.60009765625
2021-01-07,5669.85009765625
2021-01-08,5706.8798828125
2021-01-11,5662.43017578125
2021-01-12,5650.97021484375
2021-01-13,5662.669921875
2021-01-14,5681.14013671875
2021-01-15,5611.68994140625
2021-01-18,5617.27001953125
2021-01-19,5598.60986328125
2021-01-20,5628.43994140625
2021-01-21,5590.7900390625
2021-01-22,5559.56982421875
2021-01-25,5472.35986328125
2021-01-26,5523.52001953125
2021-01-27,5459.6201171875
2021-01-28,5510.52001953125
2021-01-29,5399.2099609375
2021-02-01,5461.68017578125
2021-02-02,5563.10986328125
2021-02-03,5563.0498046875
2021-02-04,5608.5400390625
2021-02-05,5659.259765625
2021-02-08,5686.02978515625
2021-02-09,5691.5400390625
2021-02-10,5670.7998046875
2021-02-11,5669.81982421875
2021-02-12,5703.669921875
2021-02-15,5786.25
2021-02-16,5786.52978515625
2021-02-17,5765.83984375
2021-02-18,5728.330078125
2021-02-19,5773.5498046875
2021-02-22,5767.43994140625
2021-02-23,5779.83984375
2021-02-24,5797.97998046875
2021-02-25,5783.89013671875
2021-02-26,5703.22021484375
2021-03-01,5792.7900390625
2021-03-02,5809.72998046875
2021-03-03,5830.06005859375
2021-03-04,5830.64990234375
2021-03-05,5782.64990234375
2021-03-08,5902.990234375
2021-03-09,5924.97021484375
2021-03-10,5990.5498046875
2021-03-11,6033.759765625
2021-03-12,6046.5498046875
2021-03-15,6035.97021484375
2021-03-16,6055.43017578125
2021-03-17,6054.81982421875
2021-03-18,6062.7900390625
2021-03-19,5997.9599609375
2021-03-22,5968.47998046875
2021-03-23,5945.2998046875
2021-03-24,5947.2900390625
2021-03-25,5952.41015625
2021-03-26,5988.81005859375
2021-03-29,6015.509765625
2021-03-30,6088.0400390625
2021-03-31,6067.22998046875
2021-04-01,6102.9599609375
2021-04-06,6131.33984375
2021-04-07,6130.66015625
2021-04-08,6165.72021484375
2021-04-09,6169.41015625
2021-04-12,6161.68017578125
2021-04-13,6184.10009765625
2021-04-14,6208.580078125
2021-04-15,6234.14013671875
2021-04-16,6287.06982421875
2021-04-19,6296.68994140625
2021-04-20,6165.10986328125
2021-04-21,6210.5498046875
2021-04-22,6267.27978515625
2021-04-23,6257.93994140625
2021-04-26,6275.52001953125
2021-04-27,6273.759765625
2021-04-28,6306.97998046875
2021-04-29,6302.56982421875
2021-04-30,6269.47998046875
2021-05-03,6307.89990234375
2021-05-04,6251.75
2021-05-05,6339.47021484375
2021-05-06,6357.08984375
2021-05-07,6385.509765625
2021-05-10,6385.990234375
2021-05-11,6267.39013671875
2021-05-12,6279.35009765625
2021-05-13,6288.330078125
2021-05-14,6385.14013671875
2021-05-17,6367.35009765625
2021-05-18,6353.669921875
2021-05-19,6262.5498046875
2021-05-20,6343.580078125
2021-05-21,6386.41015625
2021-05-24,6408.490234375
2021-05-25,6390.27001953125
2021-05-26,6391.60009765625
2021-05-27,6435.7099609375
2021-05-28,6484.10986328125
2021-05-31,6447.169921875
2021-06-01,6489.39990234375
2021-06-02,6521.52001953125
2021-06-03,6507.919921875
2021-06-04,6515.66015625
2021-06-07,6543.56005859375
2021-06-08,6551.009765625
2021-06-09,6563.4501953125
2021-06-10,6546.490234375
2021-06-11,6600.66015625
2021-06-14,6616.35009765625
2021-06-15,6639.52001953125
2021-06-16,6652.64990234375
2021-06-17,6666.259765625
2021-06-18,6569.16015625
2021-06-21,6602.5400390625
2021-06-22,6611.5
2021-06-23,6551.06982421875
2021-06-24,6631.14990234375
2021-06-25,6622.8701171875
2021-06-28,6558.02001953125
2021-06-29,6567.43017578125
2021-06-30,6507.830078125
2021-07-01,6553.81982421875
2021-07-02,6552.85986328125
2021-07-05,6567.5400390625
2021-07-06,6507.47998046875
2021-07-07,6527.72021484375
2021-07-08,6396.72998046875
2021-07-09,6529.419921875
2021-07-12,6559.25
2021-07-13,6558.47021484375
2021-07-14,6558.3798828125
2021-07-15,6493.35986328125
2021-07-16,6460.080078125
2021-07-19,6295.97021484375
2021-07-20,6346.85009765625
2021-07-21,6464.47998046875
2021-07-22,6481.58984375
2021-07-23,6568.81982421875
2021-07-26,6578.60009765625
2021-07-27,6531.919921875
2021-07-28,6609.31005859375
2021-07-29,6633.77001953125
2021-07-30,6612.759765625
2021-08-02,6675.89990234375
2021-08-03,6723.81005859375
2021-08-04,6746.22998046875
2021-08-05,6781.18994140625
2021-08-06,6816.9599609375
2021-08-09,6813.18017578125
