Date,Price
2021-01-04,3564.389892578125
2021-01-05,3547.85009765625
2021-01-06,3611.080078125
2021-01-07,3622.419921875
2021-01-08,3645.050048828125
2021-01-11,3620.6201171875
2021-01-12,3612.1298828125
2021-01-13,3616.510009765625
2021-01-14,3641.3701171875
2021-01-15,3599.550048828125
2021-01-18,3602.669921875
2021-01-19,3595.419921875
2021-01-20,3624.0400390625
2021-01-21,3618.35009765625
2021-01-22,3602.409912109375
2021-01-25,3553.139892578125
2021-01-26,3592.830078125
2021-01-27,3536.3798828125
2021-01-28,3557.0400390625
2021-01-29,3481.43994140625
2021-02-01,3530.85009765625
2021-02-02,3590.4599609375
2021-02-03,3609.75
2021-02-04,3642.1201171875
2021-02-05,3655.77001953125
2021-02-08,3665.510009765625
2021-02-09,3661.1298828125
2021-02-10,3648.3701171875
2021-02-11,3671.679931640625
2021-02-12,3695.610107421875
2021-02-15,3734.199951171875
2021-02-16,3726.39990234375
2021-02-17,3699.85009765625
2021-02-18,3681.0400390625
2021-02-19,3713.4599609375
2021-02-22,3699.85009765625
2021-02-23,3689.10009765625
2021-02-24,3705.989990234375
2021-02-25,3685.280029296875
2021-02-26,3636.43994140625
2021-03-01,3706.6201171875
2021-03-02,3707.719970703125
2021-03-03,3712.780029296875
2021-03-04,3704.85009765625
2021-03-05,3669.5400390625
2021-03-08,3763.239990234375
2021-03-09,3786.050048828125
2021-03-10,3819.919921875
2021-03-11,3845.639892578125
2021-03-12,3833.360107421875
2021-03-15,3829.840087890625
2021-03-16,3850.9599609375
2021-03-17,3849.739990234375
2021-03-18,3867.5400390625
2021-03-19,3837.02001953125
2021-03-22,3833.840087890625
2021-03-23,3827.02001953125
2021-03-24,3832.550048828125
2021-03-25,3832.570068359375
2021-03-26,3866.679931640625
2021-03-29,3882.8701171875
2021-03-30,3926.199951171875
2021-03-31,3919.2099609375
2021-04-01,3945.9599609375
2021-04-06,3970.419921875
2021-04-07,3956.77001953125
2021-04-08,3977.830078125
2021-04-09,3978.840087890625
2021-04-12,3961.89990234375
2021-04-13,3966.989990234375
2021-04-14,3976.280029296875
2021-04-15,3993.429931640625
2021-04-16,4032.989990234375
2021-04-19,4019.909912109375
2021-04-20,3940.4599609375
2021-04-21,3976.409912109375
2021-04-22,4014.800048828125
2021-04-23,4013.340087890625
2021-04-26,4020.830078125
2021-04-27,4011.909912109375
2021-04-28,4015.030029296875
2021-04-29,3996.89990234375
2021-04-30,3974.739990234375
