date,index_name,ticker,data_source,close_level,log_return,return_pct,garch_volatility,sentiment,attention,sentiment_lag1,attention_lag1,volatility_lag1,return_lag1,regression_eligible
2021-01-18,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3602.669921875,0.0008663643306397,0.0866364330639799,0.9476998194349064,-0.0037242474788640005,2,,0.0,0.8321389012729085,-0.0115511654325148,False
2021-01-19,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3595.419921875,-0.0020144239955396,-0.2014423995539626,0.8833324078735193,,0,-0.0037242474788640005,2.0,0.9476998194349064,0.0008663643306397,True
2021-01-20,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3624.0400390625,0.0079286448770531,0.7928644877053168,0.8384122314269926,,0,,0.0,0.8833324078735193,-0.0020144239955396,False
2021-01-21,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3618.35009765625,-0.0015712886131562,-0.1571288613156283,0.8441498635737955,0.3381085558561608,1,,0.0,0.8384122314269926,0.0079286448770531,False
2021-01-22,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3602.409912109375,-0.0044151062821721,-0.4415106282172152,0.8031216372206794,,0,0.3381085558561608,1.0,0.8441498635737955,-0.0015712886131562,True
2021-01-25,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3553.139892578125,-0.0137713521800074,-1.3771352180007483,0.7949021137943332,-0.0964394633968671,1,,0.0,0.8031216372206794,-0.0044151062821721,False
2021-01-26,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3592.830078125,0.0111085251838324,1.110852518383248,0.979059417139406,,0,-0.0964394633968671,1.0,0.7949021137943332,-0.0137713521800074,True
2021-01-27,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3536.3798828125,-0.0158366426076458,-1.583664260764582,1.0060792498055715,,0,,0.0,0.979059417139406,0.0111085251838324,False
2021-01-28,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3557.0400390625,0.0058251773893943,0.5825177389394375,1.1730698901766046,,0,,0.0,1.0060792498055715,-0.0158366426076458,False
2021-01-29,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3481.43994140625,-0.0214827648456207,-2.148276484562079,1.0957384150158238,,0,,0.0,1.1730698901766046,0.0058251773893943,False
2021-02-01,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3530.85009765625,0.0140926783475538,1.4092678347553864,1.3863684505366711,0.0621185224425668,1,,0.0,1.0957384150158238,-0.0214827648456207,False
2021-02-02,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3590.4599609375,0.016741654298667,1.6741654298667068,1.3779501446975833,-0.2356191715225577,1,0.0621185224425668,1.0,1.3863684505366711,0.0140926783475538,True
2021-02-03,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3609.75,0.0053582007522157,0.5358200752215759,1.4203536186268526,,0,-0.2356191715225577,1.0,1.3779501446975833,0.016741654298667,True
2021-02-04,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3642.1201171875,0.0089274439982086,0.8927443998208652,1.303948202799529,0.10683399933465826,2,,0.0,1.4203536186268526,0.0053582007522157,False
2021-02-05,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3655.77001953125,0.0037407848036864,0.3740784803686498,1.2362520486454749,0.14133173132137056,3,0.10683399933465826,2.0,1.303948202799529,0.0089274439982086,True
2021-02-08,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3665.510009765625,0.0026607358116612,0.266073581166124,1.136924092371338,,0,0.14133173132137056,3.0,1.2362520486454749,0.0037407848036864,True
2021-02-09,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3661.1298828125,-0.001195671559999,-0.1195671559999039,1.0476009999176188,,0,,0.0,1.136924092371338,0.0026607358116612,False
2021-02-10,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3648.3701171875,-0.0034912862947709,-0.3491286294770991,0.9727987915780988,-0.0562053024768829,1,,0.0,1.0476009999176188,-0.001195671559999,False
2021-02-11,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3671.679931640625,0.0063687797453267,0.6368779745326779,0.9241154315809506,,0,-0.0562053024768829,1.0,0.9727987915780988,-0.0034912862947709,True
2021-02-12,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3695.610107421875,0.0064963534254687,0.6496353425468763,0.8930664420000706,0.0720571026361236,2,,0.0,0.9241154315809506,0.0063687797453267,False
2021-02-15,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3734.199951171875,0.0103879346743985,1.0387934674398511,0.8691527790933734,0.027011420844346552,2,0.0720571026361236,2.0,0.8930664420000706,0.0064963534254687,True
2021-02-16,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3726.39990234375,-0.002090998531826,-0.2090998531826037,0.9089834780222588,0.07050831933378325,2,0.027011420844346552,2.0,0.8691527790933734,0.0103879346743985,True
2021-02-17,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3699.85009765625,-0.0071502892588466,-0.7150289258846604,0.8603115952649071,,0,0.07050831933378325,2.0,0.9089834780222588,-0.002090998531826,True
2021-02-18,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3681.0400390625,-0.0050969731205118,-0.509697312051183,0.8793452488372868,0.3765704035633117,1,,0.0,0.8603115952649071,-0.0071502892588466,False
2021-02-19,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3713.4599609375,0.0087687144786905,0.8768714478690548,0.8644676429552985,-0.135077327877904,1,0.3765704035633117,1.0,0.8793452488372868,-0.0050969731205118,True
2021-02-22,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3699.85009765625,-0.0036717413581786,-0.367174135817862,0.8774372512558862,,0,-0.135077327877904,1.0,0.8644676429552985,0.0087687144786905,True
2021-02-23,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3689.10009765625,-0.0029097523465603,-0.290975234656035,0.8469581179885989,,0,,0.0,0.8774372512558862,-0.0036717413581786,False
2021-02-24,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3705.989990234375,0.0045678745614593,0.4567874561459367,0.814946390622371,-0.2145538447158677,1,,0.0,0.8469581179885989,-0.0029097523465603,False
2021-02-25,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3685.280029296875,-0.0056039124752388,-0.5603912475238808,0.7863468632207671,,0,-0.2145538447158677,1.0,0.814946390622371,0.0045678745614593,True
2021-02-26,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3636.43994140625,-0.0133413494400336,-1.3341349440033632,0.7976338185278249,,0,,0.0,0.7863468632207671,-0.0056039124752388,False
2021-03-01,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3706.6201171875,0.0191152767806196,1.9115276780619617,0.9693476339899888,,0,,0.0,0.7976338185278249,-0.0133413494400336,False
2021-03-02,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3707.719970703125,0.0002966827824606,0.0296682782460696,1.1843873230948,,0,,0.0,0.9693476339899888,0.0191152767806196,False
2021-03-03,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3712.780029296875,0.0013638055058405,0.1363805505840528,1.0864189645428517,,0,,0.0,1.1843873230948,0.0002966827824606,False
2021-03-04,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3704.85009765625,-0.0021381315935002,-0.2138131593500228,1.0018870559290114,,0,,0.0,1.0864189645428517,0.0013638055058405,False
2021-03-05,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3669.5400390625,-0.0095764742012447,-0.9576474201244748,0.9386723510897812,0.0442173663953629,1,,0.0,1.0018870559290114,-0.0021381315935002,False
2021-03-08,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3763.239990234375,0.0252139616260203,2.521396162602039,0.982773345568318,,0,0.0442173663953629,1.0,0.9386723510897812,-0.0095764742012447,True
2021-03-09,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3786.050048828125,0.0060429862649038,0.6042986264903889,1.373476434720265,,0,,0.0,0.982773345568318,0.0252139616260203,False
2021-03-10,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3819.919921875,0.0089061873915865,0.8906187391586502,1.2681772342717808,,0,,0.0,1.373476434720265,0.0060429862649038,False
2021-03-11,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3845.639892578125,0.0067105515691022,0.6710551569102259,1.2062017785356758,,0,,0.0,1.2681772342717808,0.0089061873915865,False
2021-03-12,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3833.360107421875,-0.0031982798863746,-0.3198279886374693,1.1312883665809694,,0,,0.0,1.2062017785356758,0.0067105515691022,False
2021-03-15,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3829.840087890625,-0.0009186814096207,-0.091868140962072,1.0551269012247773,,0,,0.0,1.1312883665809694,-0.0031982798863746,False
2021-03-16,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3850.9599609375,0.0054994079108435,0.549940791084351,0.9781866123698656,,0,,0.0,1.0551269012247773,-0.0009186814096207,False
2021-03-17,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3849.739990234375,-0.0003168467077191,-0.0316846707719192,0.9292377021425616,,0,,0.0,0.9781866123698656,0.0054994079108435,False
2021-03-18,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3867.5400390625,0.0046130450952237,0.461304509522379,0.869365474604223,,0,,0.0,0.9292377021425616,-0.0003168467077191,False
2021-03-19,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3837.02001953125,-0.0079226273632979,-0.7922627363297976,0.8315304204854248,,0,,0.0,0.869365474604223,0.0046130450952237,False
2021-03-22,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3833.840087890625,-0.0008290939420742,-0.0829093942074252,0.8707722099374081,,0,,0.0,0.8315304204854248,-0.0079226273632979,False
2021-03-23,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3827.02001953125,-0.0017804972458639,-0.178049724586391,0.8218047749983219,,0,,0.0,0.8707722099374081,-0.0008290939420742,False
2021-03-24,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3832.550048828125,0.0014439531744899,0.1443953174489977,0.785833055856274,,0,,0.0,0.8218047749983219,-0.0017804972458639,False
2021-03-25,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3832.570068359375,5.223540125709177e-06,0.0005223540125709,0.7474407357586473,,0,,0.0,0.785833055856274,0.0014439531744899,False
2021-03-26,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3866.679931640625,0.0088606257613913,0.8860625761391399,0.7164827847683122,,0,,0.0,0.7474407357586473,5.223540125709177e-06,False
2021-03-29,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3882.8701171875,0.0041783610660811,0.4178361066081155,0.7664104407641203,-0.045732110576183975,3,,0.0,0.7164827847683122,0.0088606257613913,False
2021-03-30,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3926.199951171875,0.0110974234541921,1.1097423454192128,0.7435513029102323,,0,-0.045732110576183975,3.0,0.7664104407641203,0.0041783610660811,True
2021-03-31,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3919.2099609375,-0.0017819316421399,-0.1781931642139964,0.8311639144100085,,0,,0.0,0.7435513029102323,0.0110974234541921,False
2021-04-01,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3945.9599609375,0.006802167889068,0.6802167889068095,0.7935912217659306,-0.8755818214267492,1,,0.0,0.8311639144100085,-0.0017819316421399,False
2021-04-06,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3970.419921875,0.0061796020752487,0.6179602075248798,0.7930383060686194,,0,-0.8755818214267492,1.0,0.7935912217659306,0.006802167889068,True
2021-04-07,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3956.77001953125,-0.0034438220694072,-0.3443822069407236,0.7847941731613655,,0,,0.0,0.7930383060686194,0.0061796020752487,False
2021-04-08,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3977.830078125,0.0053084233079015,0.5308423307901534,0.7692936487252084,,0,,0.0,0.7847941731613655,-0.0034438220694072,False
2021-04-09,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3978.840087890625,0.0002538775015115,0.025387750151153,0.7560764251181417,,0,,0.0,0.7692936487252084,0.0053084233079015,False
2021-04-12,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3961.89990234375,-0.0042666580863964,-0.4266658086396458,0.7231000063999822,-0.24141496828286269,4,,0.0,0.7560764251181417,0.0002538775015115,False
2021-04-13,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3966.989990234375,0.0012839347396248,0.1283934739624808,0.7296740658398673,-0.3606886565685272,1,-0.24141496828286269,4.0,0.7231000063999822,-0.0042666580863964,True
2021-04-14,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3976.280029296875,0.0023390979471764,0.2339097947176494,0.7007899543629207,,0,-0.3606886565685272,1.0,0.7296740658398673,0.0012839347396248,True
2021-04-15,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3993.429931640625,0.0043037774020356,0.4303777402035695,0.6794169435369227,,0,,0.0,0.7007899543629207,0.0023390979471764,False
2021-04-16,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4032.989990234375,0.0098575403030229,0.985754030302295,0.6744110884554078,,0,,0.0,0.6794169435369227,0.0043037774020356,False
2021-04-19,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4019.909912109375,-0.003248541466175,-0.3248541466175042,0.7556762729280835,,0,,0.0,0.6744110884554078,0.0098575403030229,False
2021-04-20,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3940.4599609375,-0.0199620346059863,-1.9962034605986307,0.743847510840474,-0.4864287902601063,1,,0.0,0.7556762729280835,-0.003248541466175,False
2021-04-21,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3976.409912109375,0.009081922236427,0.908192223642702,1.1365585973316823,,0,-0.4864287902601063,1.0,0.743847510840474,-0.0199620346059863,True
2021-04-22,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4014.800048828125,0.0096081650323166,0.9608165032316616,1.0998044319523317,,0,,0.0,1.1365585973316823,0.009081922236427,False
2021-04-23,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4013.340087890625,-0.0003637108791653,-0.0363710879165363,1.077185317237367,,0,,0.0,1.0998044319523317,0.0096081650323166,False
2021-04-26,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4020.830078125,0.0018645341708001,0.1864534170800144,0.9954214812401104,,0,,0.0,1.077185317237367,-0.0003637108791653,False
2021-04-27,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4011.909912109375,-0.0022209531724238,-0.2220953172423805,0.9246949509371988,,0,,0.0,0.9954214812401104,0.0018645341708001,False
2021-04-28,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4015.030029296875,0.0007774114089348,0.0777411408934832,0.8742896222956416,,0,,0.0,0.9246949509371988,-0.0022209531724238,False
2021-04-29,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3996.89990234375,-0.004525790428545,-0.4525790428545095,0.8212823441521995,0.2265998545501913,1,,0.0,0.8742896222956416,0.0007774114089348,False
2021-04-30,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3974.739990234375,-0.0055597015140476,-0.5559701514047605,0.810779750644278,0.4511383918627184,1,0.2265998545501913,1.0,0.8212823441521995,-0.004525790428545,True
2021-05-03,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4000.25,0.006397524461754,0.6397524461754054,0.8161220862053119,,0,0.4511383918627184,1.0,0.810779750644278,-0.0055597015140476,True
2021-05-04,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3924.800048828125,-0.0190414522038387,-1.904145220383871,0.8058795440815723,,0,,0.0,0.8161220862053119,0.006397524461754,False
2021-05-05,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4002.7900390625,0.0196762207756291,1.9676220775629163,1.140325335399014,,0,,0.0,0.8058795440815723,-0.0190414522038387,False
2021-05-06,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3999.43994140625,-0.0008372910701501,-0.0837291070150187,1.3134544524859304,,0,,0.0,1.140325335399014,0.0196762207756291,False
2021-05-07,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4034.25,0.0086660741708373,0.8666074170837321,1.200162290391087,,0,,0.0,1.3134544524859304,-0.0008372910701501,False
2021-05-10,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4023.35009765625,-0.0027054976321307,-0.2705497632130778,1.1468998313207364,-0.0704615110797541,1,,0.0,1.200162290391087,0.0086660741708373,False
2021-05-11,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3946.06005859375,-0.0193972856025367,-1.939728560253677,1.0651357883939157,,0,-0.0704615110797541,1.0,1.1468998313207364,-0.0027054976321307,True
2021-05-12,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3947.429931640625,0.0003470893260958,0.0347089326095847,1.3076038004090047,,0,,0.0,1.0651357883939157,-0.0193972856025367,False
2021-05-14,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4017.43994140625,0.0175801523415481,1.7580152341548114,1.1929436120826216,,0,,0.0,1.3076038004090047,0.0003470893260958,False
2021-05-17,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4006.840087890625,-0.0026419466026611,-0.2641946602661166,1.2998972876506023,,0,,0.0,1.1929436120826216,0.0175801523415481,False
2021-05-18,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4005.340087890625,-0.0003744299265906,-0.0374429926590694,1.1957650494509586,,0,,0.0,1.2998972876506023,-0.0026419466026611,False
2021-05-19,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3936.739990234375,-0.0172755255749119,-1.7275525574911943,1.097337468757533,,0,,0.0,1.1957650494509586,-0.0003744299265906,False
2021-05-20,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3999.909912109375,0.0159188717254737,1.5918871725473758,1.27210408100711,-0.0436379287253927,1,,0.0,1.097337468757533,-0.0172755255749119,False
2021-05-21,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4025.780029296875,0.0064468492994801,0.644684929948013,1.3229608285792016,,0,-0.0436379287253927,1.0,1.27210408100711,0.0159188717254737,True
2021-05-25,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4036.0400390625,0.0025453347303571,0.2545334730357143,1.2280643823552078,-0.0405759594092766,1,,0.0,1.3229608285792016,0.0064468492994801,False
2021-05-26,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4031.669921875,-0.0010833601198065,-0.1083360119806545,1.1257531321097438,,0,-0.0405759594092766,1.0,1.2280643823552078,0.0025453347303571,True
2021-05-27,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4039.2099609375,0.0018684558228056,0.1868455822805609,1.039166980806701,,0,,0.0,1.1257531321097438,-0.0010833601198065,False
2021-05-28,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4070.56005859375,0.0077314778952364,0.7731477895236448,0.9620231831056856,,0,,0.0,1.039166980806701,0.0018684558228056,False
2021-05-31,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4039.4599609375,-0.0076695865189339,-0.7669586518933932,0.9401148922953196,0.32167294889907627,2,,0.0,0.9620231831056856,0.0077314778952364,False
2021-06-01,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4071.75,0.0079618724687831,0.7961872468783099,0.9499992145447748,-0.1130787700298242,1,0.32167294889907627,2.0,0.9401148922953196,-0.0076695865189339,True
2021-06-02,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4088.5,0.0041052721483618,0.4105272148361863,0.9334361627790216,,0,-0.1130787700298242,1.0,0.9499992145447748,0.0079618724687831,True
2021-06-03,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4079.239990234375,-0.0022674604588611,-0.2267460458861183,0.881282245623601,,0,,0.0,0.9334361627790216,0.0041052721483618,False
2021-06-04,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4089.3798828125,0.0024826465042676,0.2482646504267618,0.8383850646053331,,0,,0.0,0.881282245623601,-0.0022674604588611,False
2021-06-07,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4097.64990234375,0.0020202741558579,0.2020274155857977,0.7936627609002416,,0,,0.0,0.8383850646053331,0.0024826465042676,False
2021-06-08,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4096.009765625,-0.0004003429010037,-0.0400342901003717,0.7550031495640238,-0.6186492309960372,1,,0.0,0.7936627609002416,0.0020202741558579,False
2021-06-09,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4096.85009765625,0.0002051376560126,0.0205137656012605,0.7238982679804533,,0,-0.6186492309960372,1.0,0.7550031495640238,-0.0004003429010037,True
2021-06-10,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4096.06982421875,-0.0001904750558529,-0.0190475055852963,0.6966532795901317,,0,,0.0,0.7238982679804533,0.0002051376560126,False
2021-06-11,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4126.7001953125,0.0074501689088069,0.7450168908806986,0.675326874282558,-0.09298604481155051,2,,0.0,0.6966532795901317,-0.0001904750558529,False
2021-06-14,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4132.669921875,0.0014455648596336,0.1445564859633635,0.7111697579583874,,0,-0.09298604481155051,2.0,0.675326874282558,0.0074501689088069,True
2021-06-15,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4143.52001953125,0.0026220045574556,0.2622004557455651,0.6857427343169694,0.0119175954129208,1,,0.0,0.7111697579583874,0.0014455648596336,False
2021-06-16,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4151.759765625,0.001986611426519,0.198661142651902,0.6683069558534827,,0,0.0119175954129208,1.0,0.6857427343169694,0.0026220045574556,True
2021-06-17,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4158.14013671875,0.0015356075097224,0.1535607509722491,0.6518545908287644,,0,,0.0,0.6683069558534827,0.001986611426519,False
2021-06-18,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4083.3701171875,-0.0181452352095847,-1.814523520958477,0.6375336687223783,,0,,0.0,0.6518545908287644,0.0015356075097224,False
2021-06-21,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4112.330078125,0.007067140275936,0.706714027593605,1.0224098740529926,,0,,0.0,0.6375336687223783,-0.0181452352095847,False
2021-06-22,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4123.1298828125,0.0026227583959096,0.2622758395909622,0.9814889403728212,,0,,0.0,1.0224098740529926,0.007067140275936,False
2021-06-23,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4075.93994140625,-0.0115111746821321,-1.1511174682132197,0.9147321435571448,,0,,0.0,0.9814889403728212,0.0026227583959096,False
2021-06-24,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4122.43017578125,0.0113414573972036,1.1341457397203647,1.0052320149737195,,0,,0.0,0.9147321435571448,-0.0115111746821321,False
2021-06-25,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4120.66015625,-0.0004294553346275,-0.0429455334627557,1.0304556829625515,,0,,0.0,1.0052320149737195,0.0113414573972036,False
2021-06-28,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4089.909912109375,-0.0074904391921576,-0.749043919215761,0.9556493398847584,0.1778556299085418,1,,0.0,1.0304556829625515,-0.0004294553346275,False
2021-06-29,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4107.509765625,0.0042940050041107,0.4294005004110776,0.9593300056666066,,0,0.1778556299085418,1.0,0.9556493398847584,-0.0074904391921576,True
2021-06-30,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4064.300048828125,-0.0105754099738656,-1.0575409973865697,0.904222141625574,,0,,0.0,0.9593300056666066,0.0042940050041107,False
2021-07-01,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4078.889892578125,0.0035833277785238,0.3583327778523815,0.9773020585663412,-0.1482347610704216,1,,0.0,0.904222141625574,-0.0105754099738656,False
2021-07-02,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4084.31005859375,0.0013279515005302,0.1327951500530202,0.9152007055442892,,0,-0.1482347610704216,1.0,0.9773020585663412,0.0035833277785238,True
2021-07-05,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4087.3701171875,0.0007489423645959,0.074894236459591,0.8559161268152169,-0.1353878768902548,1,,0.0,0.9152007055442892,0.0013279515005302,False
2021-07-06,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4052.669921875,-0.0085258562225263,-0.8525856222526303,0.8058381010057861,,0,-0.1353878768902548,1.0,0.8559161268152169,0.0007489423645959,True
2021-07-07,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4078.530029296875,0.0063607326757286,0.6360732675728653,0.8630283887044136,,0,,0.0,0.8058381010057861,-0.0085258562225263,False
2021-07-08,EURO_STOXX_50,^STOXX50E,Yahoo Finance,3991.659912109375,-0.0215294740973264,-2.152947409732643,0.8432328740027469,,0,,0.0,0.8630283887044136,0.0063607326757286,False
2021-07-09,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4068.090087890625,0.0189664609775044,1.8966460977504425,1.240334899661844,,0,,0.0,0.8432328740027469,-0.0215294740973264,False
2021-07-12,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4093.3798828125,0.0061973825685475,0.6197382568547556,1.366337014681076,-0.0408089455172774,2,,0.0,1.240334899661844,0.0189664609775044,False
2021-07-13,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4094.56005859375,0.0002882717259453,0.0288271725945397,1.263189222888399,,0,-0.0408089455172774,2.0,1.366337014681076,0.0061973825685475,True
2021-07-14,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4099.5,0.0012057373193265,0.1205737319326581,1.1545205659833666,,0,,0.0,1.263189222888399,0.0002882717259453,False
2021-07-15,EURO_STOXX_50,^STOXX50E,Yahoo Finance,4056.389892578125,-0.0105716260236813,-1.057162602368134,1.0603471671569198,,0,,0.0,1.1545205659833666,0.0012057373193265,False
